"","county","city","dlgs_code","ld","cd","population","x2020_african_american","x2020_asian","x2020_hispanic"
"285","mercer","east windsor",1101,14,12,"30045","8.83","22.57","25.79"
"286","mercer","ewing",1102,15,12,"37264","30.5","5.2","13.06"
"287","mercer","hamilton",1103,14,4,"92297","12.7","4.46","19.8"
"288","mercer","hightstown",1104,14,12,"5900","6.81","5.64","36.71"
"289","mercer","hopewell",1105,15,12,"1918","1.67","1.41","4.38"
"290","mercer","hopewell twp",1106,15,12,"17491","3.35","11.63","5.94"
"291","mercer","lawrence",1107,15,12,"33077","11.35","17.79","11.15"
"292","mercer","pennington",1108,15,12,"2802","1.61","2.96","3.14"
"293","mercer","princeton (as of 1/1/2013)",1114,16,12,"30681","5.68","21.94","9.82"
"294","mercer","princeton (prior to 2013)",1109,15,12,"NULL","NULL","NULL","NULL"
"295","mercer","princeton twp (prior to 2013)",1110,16,12,"NULL","NULL","NULL","NULL"
"296","mercer","robbinsville",1112,14,4,"15476","3.03","27.83","5.1"
"297","mercer","trenton",1111,15,12,"90871","42.24",".65","45.01"
"298","mercer","west windsor",1113,15,12,"29518","4.09","52.51","5.11"
"299","middlesex","carteret",1201,19,6,"25326","15.08","22.73","36.88"
"300","middlesex","cranbury",1202,14,12,"3842","2.81","20.9","4.76"
"301","middlesex","dunellen",1203,22,12,"7637","8.76","5.63","36.93"
"302","middlesex","east brunswick",1204,18,12,"49715","4.25","27.95","9.57"
"303","middlesex","edison",1205,18,6,"107588","7.22","53.62","10.01"
"304","middlesex","helmetta",1206,18,12,"2455","4.03","4.85","11.49"
"305","middlesex","highland park",1207,18,6,"15072","8.35","17.54","14.93"
"306","middlesex","jamesburg",1208,14,12,"5783","6.93","4.62","31.87"
"307","middlesex","metuchen",1210,18,6,"15049","4.29","18.77","10.03"
"308","middlesex","middlesex borough",1211,22,12,"14636","6.16","7.92","25.63"
"309","middlesex","milltown",1212,17,12,"7037","2.53","3.5","11.51"
"310","middlesex","monroe",1213,14,12,"48594","3.41","26.53","5.65"
"311","middlesex","new brunswick",1214,17,6,"55266","11.36","10.35","56.77"
"312","middlesex","north brunswick",1215,17,12,"43905","17.62","25.54","24.32"
"313","middlesex","old bridge",1209,12,6,"66876","6.98","15.13","13.87"
"314","middlesex","perth amboy",1216,19,6,"55436","6.28","1.1","83.25"
"315","middlesex","piscataway",1217,17,6,"60804","19.36","39.43","13.61"
"316","middlesex","plainsboro",1218,14,12,"24084","6.56","56.38","6.02"
"317","middlesex","sayreville",1219,19,6,"45345","12.67","16.78","17.35"
"318","middlesex","south amboy",1220,19,6,"9411","5.62","4.99","22.24"
"319","middlesex","south brunswick",1221,16,12,"47043","7.24","48.05","7.46"
"320","middlesex","south plainfield",1222,18,6,"24338","10.26","18.81","18.72"
"321","middlesex","south river",1223,18,12,"16118","6.2","5.12","26.05"
"322","middlesex","spotswood",1224,14,12,"8163","3.33","6.41","11.23"
"323","middlesex","woodbridge",1225,19,6,"103639","9.79","26.46","21.5"
"324","monmouth","aberdeen",1330,13,6,"19329","9.74","5.77","13.67"
"325","monmouth","allenhurst",1301,11,6,"472",".85",".64","4.03"
"326","monmouth","allentown",1302,12,4,"1734","3.69","1.61","5.31"
"327","monmouth","asbury park",1303,11,6,"15188","33.31","1.07","26.86"
"328","monmouth","atlantic highlands",1304,13,6,"4414","1.22","1.77","8.22"
"329","monmouth","avon by the sea",1305,30,4,"1933","1.14","1.03","7.29"
"330","monmouth","belmar",1306,30,4,"5907","1.69","1.2","16.3"
"331","monmouth","bradley beach",1307,30,4,"4282","1.91","1.33","20.55"
"332","monmouth","brielle",1308,30,4,"4982","1.38",".68","4.54"
"333","monmouth","colts neck",1309,11,4,"9957","1.05","4.97","6.17"
"334","monmouth","deal",1310,11,6,"900",".67",".67","13.33"
"335","monmouth","eatontown",1311,11,4,"13597","12.09","9.68","14.75"
"336","monmouth","englishtown",1312,12,4,"2346","2.81","8.82","15.69"
"337","monmouth","fair haven",1313,13,4,"6269","1.05","1.47","3.84"
"338","monmouth","farmingdale",1314,30,4,"1504","5.32","2.66","11.1"
"339","monmouth","freehold",1315,11,4,"12538","8.85","2.63","53.03"
"340","monmouth","freehold twp",1316,11,4,"35369","4.26","7.31","10.28"
"341","monmouth","hazlet",1339,13,6,"20125","1.64","3.39","11.39"
"342","monmouth","highlands",1317,13,6,"4621","1.73","1.19","7.42"
"343","monmouth","holmdel",1318,13,4,"17400","1.09","20.43","5.68"
"344","monmouth","howell",1319,30,4,"53537","3.66","4.9","11.88"
"345","monmouth","interlaken",1320,11,6,"828",".12",".48","2.29"
"346","monmouth","keansburg",1321,13,6,"9755","9.44","2.72","19.81"
"347","monmouth","keyport",1322,13,6,"7204","5.37","3.14","21.82"
"348","monmouth","lake como",1347,30,4,"1697","4.3","1.94","19.8"
"349","monmouth","little silver",1323,13,4,"6131",".41","2.25","4.26"
"350","monmouth","loch arbour",1324,11,6,"224","0","2.68","3.57"
"351","monmouth","long branch",1325,11,6,"31667","10.03","1.86","32.63"
"352","monmouth","manalapan",1326,12,4,"40905","2.14","8.71","7.79"
"353","monmouth","manasquan",1327,30,4,"5938",".17",".81","7.02"
"354","monmouth","marlboro",1328,13,6,"41502","1.75","21.73","5.6"
"355","monmouth","matawan",1329,12,6,"9565","7.58","6.21","14.96"
"356","monmouth","middletown",1331,13,4,"67106","1.23","2.78","7.62"
"357","monmouth","millstone twp",1332,12,4,"10376","4","6.04","8.13"
"358","monmouth","monmouth beach",1333,13,6,"3174",".28","1.13","3.84"
"359","monmouth","neptune city",1335,11,4,"4626","13.55","1.99","13.92"
"360","monmouth","neptune twp",1334,11,4,"28061","33.57","2.74","14.44"
"361","monmouth","ocean twp",1337,11,4,"27672","9.06","5.91","10.87"
"362","monmouth","oceanport",1338,13,6,"6150","1.38","1.14","9.93"
"363","monmouth","red bank",1340,11,4,"12936","7.47","1.79","37.8"
"364","monmouth","roosevelt",1341,12,4,"808","2.85","1.49","12.75"
"365","monmouth","rumson",1342,13,4,"7343",".29","1.44","4.19"
"366","monmouth","sea bright",1343,13,6,"1449",".9","2.35","5.38"
"367","monmouth","sea girt",1344,30,4,"1866",".48",".21","3"
"368","monmouth","shrewsbury",1345,11,4,"4184","1.46","2.32","3.94"
"369","monmouth","shrewsbury twp",1346,11,4,"1076","13.75","8.18","20.17"
"370","monmouth","spring lake",1348,30,4,"2789",".39","1.29","3.08"
"371","monmouth","spring lake heights",1349,30,4,"4890",".47","1.1","4.52"
"372","monmouth","tinton falls",1336,11,4,"19181","8.39","5.43","8.83"
"373","monmouth","union beach",1350,13,6,"5723","1.94","2.18","12.69"
"374","monmouth","upper freehold",1351,12,4,"7273","2.21","6.32","6.24"
"375","monmouth","wall",1352,30,4,"26525","1.74","1.67","5.88"
"376","monmouth","west long branch",1353,11,6,"8587","3.2","1.67","9.01"
"377","morris","boonton",1401,25,11,"8815","5.04","10.81","15.98"
"378","morris","boonton twp",1402,25,11,"4380","1.07","6.28","6.28"
"379","morris","butler",1403,26,11,"8047","1.53","3.53","17.51"
"380","morris","chatham",1404,21,11,"9212",".97","9.19","7.33"
"381","morris","chatham twp",1405,27,11,"10983",".74","12.63","4.68"
"382","morris","chester",1406,25,7,"1681",".3","3.57","16.72"
"383","morris","chester twp",1407,25,7,"7713","1.17","4.94","6.99"
"384","morris","denville",1408,25,11,"17107","1.85","7.9","7.48"
"385","morris","dover",1409,25,7,"18460","4.24","2.29","76.97"
"386","morris","east hanover",1410,27,11,"11105","1.27","12.83","7.89"
"387","morris","florham park",1411,27,11,"12585","5.76","8.54","7.38"
"388","morris","hanover",1412,27,11,"14677","2.21","13.27","7.13"
"389","morris","harding",1413,27,11,"3871","1.06","4.65","4.62"
"390","morris","jefferson",1414,26,11,"20538","1.73","4.19","9.73"
"391","morris","kinnelon",1415,26,11,"9966",".91","6.12","7.3"
"392","morris","lincoln park",1416,26,11,"10915","3.04","6.59","13.46"
"393","morris","long hill",1430,21,7,"8629",".85","8.03","10.57"
"394","morris","madison",1417,27,11,"16937","2.73","7.45","11.83"
"395","morris","mendham",1418,25,11,"4981",".58","3.23","5.88"
"396","morris","mendham twp",1419,25,11,"6016","1.55","5.77","5.49"
"397","morris","mine hill",1420,25,7,"4015","4.76","5.23","31.96"
"398","morris","montville",1421,26,11,"22450","1.42","21.43","7.03"
"399","morris","morris plains",1423,26,11,"6153","3.56","7.91","9.59"
"400","morris","morris twp",1422,25,11,"22974","4.44","5.95","10.35"
"401","morris","morristown",1424,25,11,"20180","9.72","4.76","36.51"
"402","morris","mount arlington",1426,25,7,"5909","3.33","5.65","12.17"
"403","morris","mount olive",1427,24,7,"28886","6.26","10.47","15.44"
"404","morris","mountain lakes",1425,25,11,"4472",".42","15.52","5.52"
"405","morris","netcong",1428,25,7,"3375","4.47","3.5","24.21"
"406","morris","parsippany-troy hills",1429,26,11,"56162","3.4","38.63","10.03"
"407","morris","pequannock",1431,40,11,"15571",".63","2.54","7.86"
"408","morris","randolph",1432,25,11,"26504","2.79","12.02","14.3"
"409","morris","riverdale",1433,40,11,"4107","2.14","5.33","10.01"
"410","morris","rockaway",1434,25,11,"6598","2.83","8.38","20.54"
"411","morris","rockaway twp",1435,26,11,"25341","2.88","7.57","15.76"
"412","morris","roxbury",1436,25,7,"22950","2.82","5.63","14.55"
"413","morris","victory gardens",1437,25,11,"1582","8.98","2.59","74.91"
"414","morris","washington twp",1438,25,7,"18197","1.57","4.18","7.47"
"415","morris","wharton",1439,25,7,"7241","3.11","5.44","49.39"
"416","ocean","barnegat light",1501,9,2,"640","0",".16","3.28"
"417","ocean","barnegat twp",1533,9,3,"24296","4.06","1.94","10.13"
"418","ocean","bay head",1502,10,4,"930",".54","1.18","2.9"
"419","ocean","beach haven",1503,9,2,"1027",".19","0","9.93"
"420","ocean","beachwood",1504,9,3,"10859","2.2","1.35","11.88"
"421","ocean","berkeley twp",1505,9,3,"43754","2.47","1.46","8.41"
"422","ocean","brick",1506,10,3,"73620","2.81","1.83","11.16"
"423","ocean","eagleswood",1508,9,2,"1722",".46",".58","6.74"
"424","ocean","harvey cedars",1509,9,2,"391","0",".51","1.53"
"425","ocean","island heights",1510,10,3,"1650",".48",".85","3.33"
"426","ocean","jackson",1511,12,4,"58544","4.73","2.66","12.88"
"427","ocean","lacey",1512,9,3,"28655",".78","1.17","6.98"
"428","ocean","lakehurst",1513,10,4,"2636","8.95","2.88","19.16"
"429","ocean","lakewood",1514,30,4,"135158","2.43",".52","11.67"
"430","ocean","lavallette",1515,10,3,"1787",".45",".39","3.36"
"431","ocean","little egg harbor",1516,9,2,"20784","1.77","1.08","7.41"
"432","ocean","long beach",1517,9,2,"3153",".06",".92","3.24"
"433","ocean","manchester",1518,10,4,"45115","4.09","2.25","7.76"
"434","ocean","mantoloking",1519,10,3,"331",".3","1.21","4.53"
"435","ocean","ocean gate",1521,9,3,"1932","2.38",".26","8.07"
"436","ocean","ocean twp",1520,9,3,"8835",".81",".8","4.61"
"437","ocean","pine beach",1522,9,3,"2139",".79","1.36","6.22"
"438","ocean","plumsted",1523,12,4,"8072","1.33",".72","8.39"
"439","ocean","point pleasant",1524,30,3,"18941",".31",".81","7.01"
"440","ocean","point pleasant beach",1525,10,4,"4766",".59","1.2","9.97"
"441","ocean","seaside heights",1526,10,3,"2440","5.57","1.48","23.2"
"442","ocean","seaside park",1527,9,3,"1436",".28",".63","3.83"
"443","ocean","ship bottom",1528,9,2,"1098",".09","1","6.56"
"444","ocean","south toms river",1529,9,3,"3643","14.49","2.06","28.55"
"445","ocean","stafford",1530,9,2,"28617","1.1","1.47","8.62"
"446","ocean","surf city",1531,9,2,"1243",".08",".64","3.54"
"447","ocean","toms river",1507,10,3,"95438","3.31","3.96","12.15"
"448","ocean","tuckerton",1532,9,2,"3577","1.12","1.03","8.5"
"449","passaic","bloomingdale",1601,39,11,"7777","1.47","3.51","15.25"
"450","passaic","clifton",1602,34,9,"90296","4.32","9.32","40.04"
"451","passaic","haledon",1603,35,9,"9052","11.74","6.97","49.45"
"452","passaic","hawthorne",1604,38,9,"19637","3.01","2.71","24.33"
"453","passaic","little falls",1605,40,11,"13360","6.24","5.41","16.95"
"454","passaic","north haledon",1606,35,11,"8927","3.25","3.91","12.65"
"455","passaic","passaic",1607,36,9,"70537","5.68","3.68","73.13"
"456","passaic","paterson",1608,35,9,"159732","22.96","5","61.89"
"457","passaic","pompton lakes",1609,40,11,"11127","1.53","5.34","19.54"
"458","passaic","prospect park",1610,35,9,"6372","16.05","4.61","58.88"
"459","passaic","ringwood",1611,39,5,"11735","1.42","1.67","9.24"
"460","passaic","totowa",1612,40,11,"11065","2.23","7.57","21.76"
"461","passaic","wanaque",1613,39,11,"11317","2.7","4.8","14.66"
"462","passaic","wayne",1614,40,11,"54838","2.99","9.42","11.74"
"463","passaic","west milford",1615,26,5,"24862","1.29","1.52","9.09"
"464","passaic","woodland park",1616,40,11,"13484","3.89","5.09","28.3"
"465","salem","alloway",1701,3,2,"3283","3.11",".76","1.95"
"466","salem","carneys point",1713,3,2,"8637","20.18","1.35","17.56"
"467","salem","elmer",1702,3,2,"1347","2.15",".52","4.75"
"468","salem","elsinboro",1703,3,2,"1001","3.3",".5","5.29"
"469","salem","lower alloways creek",1704,3,2,"1717",".52",".35","3.09"
"470","salem","mannington",1705,3,2,"1475","12.47",".34","10.03"
"471","salem","oldmans",1706,3,2,"1910","6.91",".47","6.18"
"472","salem","penns grove",1707,3,2,"4837","38.45",".23","35"
"473","salem","pennsville",1708,3,2,"12684","3.11","1.57","5.34"
"474","salem","pilesgrove",1709,3,2,"4183","6.6","1.15","5.55"
"475","salem","pittsgrove",1710,3,2,"8777","5.37","1.11","7.52"
"476","salem","quinton",1711,3,2,"2580","10.19",".85","7.56"
"477","salem","salem",1712,3,2,"5296","58.5",".55","11.67"
"478","salem","upper pittsgrove",1714,3,2,"3432","2.01",".35","5.71"
"479","salem","woodstown",1715,3,2,"3678","10.47","1.55","6.72"
"480","somerset","bedminster",1801,23,7,"8272","1.85","10.66","9.72"
"481","somerset","bernards twp",1802,21,7,"27830","1.61","24.1","5.73"
"482","somerset","bernardsville",1803,25,7,"7893",".62","4.35","16.12"
"483","somerset","bound brook",1804,23,12,"11988","8.14","4.03","53.17"
"484","somerset","branchburg",1805,16,7,"14940","2.93","10.77","7.47"
"485","somerset","bridgewater",1806,23,7,"45977","2.76","24.1","9.82"
"486","somerset","far hills",1807,21,7,"924",".87","4.55","11.58"
"487","somerset","franklin twp",1808,17,12,"68364","24.18","23.16","17.46"
"488","somerset","green brook",1809,22,7,"7281","4.3","23.94","11.58"
"489","somerset","hillsborough",1810,16,7,"43276","4.71","22.85","9.4"
"490","somerset","manville",1811,16,12,"10953","4.69","3.08","31.63"
"491","somerset","millstone",1812,16,7,"448","1.56","2.01","7.59"
"492","somerset","montgomery",1813,16,7,"23690","3.04","39.48","5.55"
"493","somerset","north plainfield",1814,22,7,"22808","19.25","4.67","50.63"
"494","somerset","peapack gladstone",1815,23,7,"2558","2.35","1.95","12.47"
"495","somerset","raritan",1816,23,7,"7835","3.15","19.89","21.34"
"496","somerset","rocky hill",1817,16,7,"743",".4","4.85","9.42"
"497","somerset","somerville",1818,16,7,"12346","9.73","11.61","25.21"
"498","somerset","south bound brook",1819,23,12,"4863","10.86","8.12","31.61"
"499","somerset","warren",1820,21,7,"15923","1.74","20.4","7.26"
"500","somerset","watchung",1821,21,7,"6449","4.79","15.52","8.05"
"501","sussex","andover",1901,24,5,"595","2.86",".84","9.92"
"502","sussex","andover twp",1902,24,5,"5996","3.12","3.52","8.84"
"503","sussex","branchville",1903,24,5,"791","1.01","2.15","6.7"
"504","sussex","byram",1904,24,11,"8028","1.64","1.59","8.51"
"505","sussex","frankford",1905,24,5,"5302",".79","1.41","5.6"
"506","sussex","franklin",1906,24,5,"4912","2.2","1.59","13.46"
"507","sussex","fredon",1907,24,5,"3235",".62","1.79","5.6"
"508","sussex","green",1908,24,5,"3627","1.79","1.71","8.44"
"509","sussex","hamburg",1909,24,5,"3266","3","2.88","9.74"
"510","sussex","hampton twp",1910,24,5,"4893",".53","1.61","5.46"
"511","sussex","hardyston",1911,24,5,"8125","3","2.65","7.96"
"512","sussex","hopatcong",1912,24,11,"14362","2.95","2.46","17.71"
"513","sussex","lafayette",1913,24,5,"2358",".85",".55","6.96"
"514","sussex","montague",1914,24,5,"3792","1.87","1.82","9.76"
"515","sussex","newton",1915,24,5,"8374","5.16","3.49","16.28"
"516","sussex","ogdensburg",1916,24,11,"2258",".89","1.24","11.74"
"517","sussex","sandyston",1917,24,5,"1977",".46","1.57","5.11"
"518","sussex","sparta",1918,24,11,"19600","1.58","3.16","8.01"
"519","sussex","stanhope",1919,24,11,"3526","2.1","2.64","13.95"
"520","sussex","stillwater",1920,24,5,"4004",".57",".95","5.04"
"521","sussex","sussex",1921,24,5,"2024","2.32","1.28","14.03"
"522","sussex","vernon",1922,24,5,"22358","1.48",".92","9.67"
"523","sussex","walpack",1923,24,5,"7","0","0","28.57"
"524","sussex","wantage",1924,24,5,"10811","1.41","1.17","7.29"
"525","union","berkeley heights",2001,21,7,"13285","1.82","15.54","8.58"
"526","union","clark",2002,22,7,"15544","1.49","4.14","12.51"
"527","union","cranford",2003,21,7,"23847","2.74","3.79","10.24"
"528","union","elizabeth",2004,20,8,"137298","16.21","2.01","65.72"
"529","union","fanwood",2005,22,12,"7774","4.97","9.17","9.38"
"530","union","garwood",2006,21,7,"4454","1.55","2.67","15.04"
"531","union","hillside",2007,20,10,"22456","50.44","2.22","23.11"
"532","union","kenilworth",2008,21,7,"8427","2.6","5.16","22.94"
"533","union","linden",2009,22,10,"43738","26.8","3.39","34.42"
"534","union","mountainside",2010,21,7,"7020","1.91","6.64","9.5"
"535","union","new providence",2011,21,7,"13650","1.77","15.9","9.16"
"536","union","plainfield",2012,22,12,"54586","34.87",".92","54.58"
"537","union","rahway",2013,22,10,"29556","30.09","5.49","30"
"538","union","roselle",2014,20,10,"22695","47.59","2.56","34.81"
"539","union","roselle park",2015,21,10,"13967","8.49","9.1","37.9"
"540","union","scotch plains",2016,22,7,"24968","9.47","10.45","10.33"
"541","union","springfield",2017,21,7,"17178","8.76","8.97","13.01"
"542","union","summit",2018,21,7,"22719","3.94","10.44","14.58"
"543","union","union twp",2019,20,7,"59728","32.31","10.84","19.92"
"544","union","westfield",2020,21,7,"31032","2.55","8.81","7.24"
"545","union","winfield",2021,22,7,"1423",".98",".42","9.77"
"546","warren","allamuchy",2101,24,5,"5335","4.25","3.39","8.72"
"547","warren","alpha",2102,23,7,"2328","2.79","1.76","9.06"
"548","warren","belvidere",2103,24,5,"2520","1.11",".79","7.86"
"549","warren","blairstown",2104,24,5,"5704","1.17","1.3","5.82"
"550","warren","franklin twp",2105,23,7,"2968","1.82","3.1","5.86"
"551","warren","frelinghuysen",2106,24,5,"2199","1.18",".5","5.64"
"552","warren","greenwich",2107,23,7,"5473","8.66","7.6","9.98"
"553","warren","hackettstown",2108,23,5,"10248","3.33","3.92","23.35"
"554","warren","hardwick",2109,24,5,"1598",".75",".69","6.57"
"555","warren","harmony",2110,23,7,"2503","1.16",".84","2.28"
"556","warren","hope",2111,24,5,"1835",".44",".87","7.57"
"557","warren","independence",2112,24,5,"5469","2.61","2.23","8.12"
"558","warren","knowlton",2113,24,5,"2894",".76","1.28","6.81"
"559","warren","liberty",2114,24,5,"2670","1.5","1.54","5.84"
"560","warren","lopatcong",2115,23,7,"8776","8.14","5.01","9.15"
"561","warren","mansfield",2116,23,5,"7781","5.24","3.23","14.82"
"562","warren","oxford",2117,24,5,"2444","1.92",".98","7.61"
"563","warren","phillipsburg",2119,23,7,"15249","12.51","1.44","16.74"
"564","warren","pohatcong",2120,23,7,"3241","2.75","1.33","6.63"
"565","warren","washington",2121,23,5,"7299","7.4","3.15","13.73"
"566","warren","washington twp",2122,23,5,"6492","3.67","2.36","8.21"
"567","warren","white",2123,24,5,"4606","2.04",".89","5.21"
